CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
1	ENSG00000243284.1	VSIG8	159854315	159862657	375	1.0566532654334315	197	0.8050556759705972
20	ENSG00000243509.4	TNFRSF6B	63696667	63698641	321	3.0895588621838668	163	2.5677689315776533
7	ENSG00000243566.6	UPK3B	76510427	76516521	234	3.4307174956724125	120	2.4263622079312235
7	ENSG00000243679.1	RP11-274B21.3	128654019	128654722	419	1.8733622411811162	201	1.19772169863655
15	ENSG00000243708.10	PLA2G4B	41837774	41848143	424	1.3084275474066065	212	1.183812560795478
1	ENSG00000243725.6	TTC4	54715821	54742657	311	1.1363842452942297	168	0.8191834083919527
6	ENSG00000243955.5	GSTA1	52791663	52803910	162	4.018042457167457	76	3.292877093433782
13	ENSG00000244155.1	CYP4F34P	18741729	18742718	29	3.5936912375233705	5	1.7678108949492786
11	ENSG00000244242.1	IFITM10	1732409	1750591	301	2.2925443897163524	156	2.7640808299732464
3	ENSG00000244380.1	RP11-24C3.2	48440458	48446656	309	3.8811229544362886	148	3.8502569387029966
1	ENSG00000244682.7	FCGR2C	161581338	161605662	445	2.8218404642089574	230	3.0849135209131684
5	ENSG00000245275.7	SAP30L-AS1	154329436	154445850	541	0.9201188144476782	272	1.1915784960900764
4	ENSG00000245322.6	RP11-15B17.1	99950005	100195099	455	1.7640965461123572	231	1.2432505417515385
11	ENSG00000245532.7	NEAT1	65422773	65445540	365	3.3235508040681117	186	3.1698878838785807
8	ENSG00000245857.2	GS1-24F4.2	6835965	6885276	423	4.564644261132057	225	3.728830360273292
4	ENSG00000245958.6	RP11-33B1.1	119454790	119552025	502	2.048845231568945	243	1.7894915966112352
5	ENSG00000247121.6	CTD-2260A17.2	96814027	96935393	425	3.5972332674546204	229	3.159683538980987
12	ENSG00000247498.9	RP11-392P7.6	12927725	12984645	368	1.3315564967842095	191	0.8230828333940274
5	ENSG00000247679.2	RP11-1277A3.1	177611252	177619754	422	1.6810720144770968	211	1.0374743677560312
6	ENSG00000247925.2	RP3-510L9.1	11173451	11259099	522	1.5865409431484192	261	0.8746033669967553
4	ENSG00000248049.6	UBA6-AS1	67701279	68080952	482	0.9343212027822844	245	1.7409312495214435
4	ENSG00000248144.5	ADH1C	99336491	99353027	371	2.5096407247595405	203	2.7345512460262222
17	ENSG00000248278.1	SUMO2P17	48874859	48908983	355	1.824006611778695	170	1.57411933230753
5	ENSG00000248874.5	C5orf17	23951347	24178263	103	1.6912830094810924	26	1.4132063418051541
15	ENSG00000248905.8	FMN1	32765544	33194733	549	1.7679705121071747	274	1.4649734298553914
4	ENSG00000249307.5	LINC01088	78971747	79308798	474	1.2112588865260985	237	1.106480884444203
5	ENSG00000249364.5	RP11-434D9.1	67379377	67805238	471	2.32164375796727	242	1.9637435169934927
4	ENSG00000249592.5	RP11-440L14.1	762386	781849	468	1.7050185646913851	246	1.569710093483165
12	ENSG00000249753.2	RP11-415I12.3	63623787	63795718	424	1.5486701828771934	223	1.5847159110708902
4	ENSG00000249767.1	ENPP7P10	9079022	9141608	280	4.118776091319675	136	4.6053922876508935
5	ENSG00000249825.5	CTD-2201I18.1	80052373	80083654	367	2.0712376593309263	182	1.5217587560329466
5	ENSG00000249849.1	RP11-1101H11.1	177682293	177713969	361	3.1690482908948745	170	2.232670645289475
17	ENSG00000249906.1	RP5-1029K10.2	49505656	49574064	454	1.834118953027268	240	1.1915784960900764
8	ENSG00000250305.8	KIAA1456	12945641	13031503	515	2.1857629970516204	267	1.8960680795000693
5	ENSG00000250786.1	SNHG18	9546199	9550609	450	0.9531735169234341	234	0.9910580642526252
5	ENSG00000250978.5	RP11-357D18.1	67463808	67475477	248	1.36599721120601	142	1.3133177352856826
15	ENSG00000251209.7	LINC00923	97572184	97874550	479	1.523162763185118	245	1.3646162135317608
11	ENSG00000251364.6	CTD-2516F10.2	7427265	7512515	542	1.3194455280528592	269	1.3124557119952198
5	ENSG00000251405.2	CTB-109A12.1	157362614	157460018	462	1.5186584250756732	235	0.9831540113963227
11	ENSG00000251661.3	RP11-326C3.11	318639	325631	381	4.38654194435652	201	4.113695174029242
5	ENSG00000251675.1	CTC-458I2.2	80128360	80143883	385	0.8729599131677137	196	0.8135834822611541
8	ENSG00000253196.1	RP11-706C16.7	142763115	142766427	366	2.0992965511376482	189	2.3044082610827146
5	ENSG00000253406.1	AC012613.2	149216522	149276805	401	2.4887575031511244	197	2.4430767082607137
8	ENSG00000253715.1	RP11-706C16.8	142785456	142812120	200	3.5159141636163413	129	2.656089410134227
14	ENSG00000253755.1	IGHGP	105664632	105669843	109	5.352249522961976	40	1.7678108949492786
13	ENSG00000253771.5	TPTE2P1	24924676	24968487	425	1.3202983599828002	213	0.9577618620794681
8	ENSG00000253859.2	RP11-157I4.4	81439435	81498052	324	2.9850414954791145	152	2.556339440756607
8	ENSG00000253958.1	CLDN23	8701937	8704106	326	2.9164319357404107	177	2.5565842189728505
11	ENSG00000253973.2	RP11-467K18.2	9004161	9065154	415	1.830179969845137	217	1.16692075683672
8	ENSG00000253981.5	ALG1L13P	8236002	8244040	363	3.0462866117847467	178	2.611348531802556
8	ENSG00000254343.2	RP11-760H22.2	120052179	120056201	314	1.1167143615033268	169	0.8092095754607669
11	ENSG00000254404.1	RP11-703H8.9	62213426	62260549	147	2.047366265836545	76	1.2132413682276404
11	ENSG00000254631.5	RP11-702H23.4	74397548	74484248	408	0.9144161662636694	211	1.1311072558577298
11	ENSG00000254757.1	RP13-726E6.1	3469318	3531328	400	1.0239116262564405	210	0.8270233049750709
11	ENSG00000254772.9	EEF1G	62559600	62574086	243	1.5927358514643908	126	1.6946385268401734
8	ENSG00000255052.4	FAM66D	12115781	12177550	373	1.184303719275691	190	0.8319748186065146
11	ENSG00000255108.1	AP006621.8	823633	832842	477	3.302822759329097	242	3.215535268942645
11	ENSG00000255234.5	RP11-727A23.10	83286407	83423516	228	1.3433500357707522	93	0.903904871467587
11	ENSG00000255282.6	WTAPP1	102746967	102836766	272	1.8863221222255604	109	2.0336481222080454
11	ENSG00000255306.1	RP5-901A4.1	68024808	68030461	349	1.2666333926481133	161	1.0151808229699126
11	ENSG00000255367.2	RP13-726E6.2	3429757	3581211	494	1.6403764520562492	254	1.4411279601629592
12	ENSG00000255398.2	HCAR3	122715979	122716892	261	2.4228535658046484	147	2.7623577757791544
15	ENSG00000255769.7	GOLGA2P10	82472992	82513950	326	1.4210741819173551	171	1.0206825047826271
12	ENSG00000256069.7	A2MP1	9228532	9275817	458	1.6352954126351469	225	0.8312045831527344
19	ENSG00000256612.7	CYP2B7P	40924218	40950660	207	0.87022100113417	104	1.349884100172275
12	ENSG00000256673.1	RP11-599J14.2	9398354	9414851	344	2.736713913435228	177	1.179951530818503
17	ENSG00000256806.5	C17orf100	6651717	6684712	387	2.649760091331533	192	2.014767637317508
12	ENSG00000257150.3	PGAM1P5	95551581	95673999	399	2.104677485305361	206	2.0747085942030004
12	ENSG00000257452.1	RP1-71H24.1	112907627	113017751	508	2.357496063601002	261	2.287587027034645
12	ENSG00000257514.5	RP11-755O11.2	101646719	101659970	94	0.8578813283021931	38	0.8666354140266167
14	ENSG00000257585.1	LINC00609	36070426	36165288	149	1.0797018168003816	61	0.8609533492036493
17	ENSG00000258472.8	RP11-192H23.4	28455751	28605215	432	3.0187263094472114	225	2.9678377319386
14	ENSG00000258986.6	TMEM179	104474677	104605647	438	1.7022499498446917	221	1.1897160772185211
15	ENSG00000259363.5	CTD-2054N24.2	99807022	99877148	452	1.3473037260921124	232	1.2625430772303723
15	ENSG00000259407.1	RP11-158M2.3	85744108	85750281	471	2.5379131368197734	249	2.598273193247796
15	ENSG00000259417.2	LINC01314	80195483	80252213	425	0.8067040199515627	212	1.0906213372602969
15	ENSG00000259429.5	UBE2Q2P2	82355141	82420075	402	1.3943138627169869	212	0.9663663725467226
15	ENSG00000259475.1	RP11-654A16.3	98954148	99100851	475	2.0339241798156773	221	1.159917375273637
15	ENSG00000259583.2	RP11-66B24.4	100892858	100919214	373	2.0230826794250087	199	2.078885384498539
15	ENSG00000259683.1	RP11-182J1.14	84389728	84395903	437	0.8757709018337193	228	1.1265898796773846
16	ENSG00000259803.6	SLC22A31	89195760	89201664	287	2.8042937132112704	124	2.2139263005176923
16	ENSG00000259899.1	CTD-3037G24.3	12560755	12611044	448	2.4881904894496665	225	2.3531898398221185
16	ENSG00000260135.6	RP11-212I21.2	55426796	55462297	190	1.4901449092738324	106	1.183812560795478
16	ENSG00000260228.5	RP11-483P21.2	83789966	83807834	396	1.2089331226157576	191	1.2023532230694929
16	ENSG00000260276.2	RP11-77H9.2	8849331	8860456	444	3.092468740026022	214	2.3648153562506677
18	ENSG00000260372.6	AQP4-AS1	26655741	27190698	506	2.7587008482626443	251	2.3607694476740573
12	ENSG00000260423.1	RP13-735L24.1	9367463	9397617	166	1.3129760310385798	70	1.3914958589595956
16	ENSG00000260517.2	RP11-426C22.5	29139660	29217860	406	0.8338595827578121	209	0.9926739428269888
16	ENSG00000260565.6	ERVK13-1	2660348	2673444	300	4.000975484756954	155	3.4248109727748166
6	ENSG00000260604.2	RP1-140K8.5	3904919	3911979	160	1.9879710020234087	116	1.574787234247674
15	ENSG00000260776.5	RP11-114H24.2	77914216	77926846	192	3.0945171408754333	83	1.3552245301895054
16	ENSG00000260807.6	RP11-161M6.2	975760	981596	356	3.1243225240213635	179	2.3343857675706166
16	ENSG00000260876.5	LINC01229	79713835	79807922	418	1.705985592843579	206	0.9877792426794016
15	ENSG00000261143.1	ADAMTS7P3	77976041	77993057	315	0.7637686200970996	131	0.7925516986248712
16	ENSG00000261286.1	RP11-517C16.2	84459258	84467361	463	2.424840485642493	222	2.07038852523828
17	ENSG00000261371.5	PECAM1	64319414	64413776	464	1.6806261131972449	237	1.940090141383373
15	ENSG00000261543.1	RP11-665J16.1	74152799	74179226	282	2.7671652519407766	132	2.3764719569477437
16	ENSG00000261713.6	SSTR5-AS1	1064092	1078731	223	3.0255236934318064	111	2.337368787257988
17	ENSG00000261888.1	AC144831.1	83104254	83106910	294	1.478161654293989	142	1.9162168246353504
16	ENSG00000261971.6	MMP25-AS1	3051095	3058702	448	1.2701235557818318	231	0.9581633932745062
17	ENSG00000261996.1	CTC-281F24.1	6653473	6655009	270	1.2603790203124892	128	0.9857812107832188
17	ENSG00000262061.5	RP11-1260E13.4	331204	333488	377	2.6094156123971923	189	1.7469045040609623
16	ENSG00000262482.1	LA16c-321D4.2	2939713	2954276	408	2.3945665212148057	199	2.111978415301652
17	ENSG00000262580.5	RP11-334C17.5	80200672	80205949	371	1.3721653894702317	181	1.3166486694809845
11	ENSG00000262655.3	SPON1	13962688	14267884	508	1.6270395465290155	261	1.2026174309341224
16	ENSG00000262995.1	CTD-2194A8.2	20440265	20447000	260	1.652159318156831	107	2.3340419304103897
7	ENSG00000263001.5	GTF2I	74657666	74760692	259	2.0834850073445343	134	2.4755078283030105
15	ENSG00000263155.5	MYZAP	57591940	57685364	463	1.3405241414080766	237	1.1620548349068145
18	ENSG00000263753.6	LINC00667	5238598	5246508	436	3.0660086629987635	220	2.6359012620618425
10	ENSG00000265018.6	AGAP12P	48009872	48031640	268	2.9056056655244946	110	0.9895229796069795
18	ENSG00000265787.2	CYP4F35P	14337422	14342524	388	2.9593438023488123	178	2.204378619285624
18	ENSG00000265933.5	LINC00668	6919495	6929966	95	3.4431549654452485	16	2.4263622079312235
19	ENSG00000266903.1	CTB-171A8.1	44632198	44718759	502	1.5415599853561517	255	0.9413935610111516
17	ENSG00000267080.5	ASB16-AS1	44175972	44186717	358	1.6587254684000319	184	1.1378922477491569
19	ENSG00000267174.5	CTC-510F12.4	11300776	11321323	206	2.397682991724704	107	2.5186824854520564
18	ENSG00000267193.5	RP11-116O18.3	45692394	45747215	348	1.6910800209804475	169	0.8481771087733079
19	ENSG00000267265.5	CTC-550B14.7	55006192	55048045	487	2.4690482466043457	237	1.96787711661468
18	ENSG00000267270.5	PARD6G-AS1	80147923	80178432	446	0.8557987255494666	221	0.8321316538799087
17	ENSG00000267280.5	TBX2-AS1	61393455	61411555	374	1.0813991745440277	186	0.7622809331918999
19	ENSG00000267383.6	CTC-260E6.6	20150360	20321305	236	2.314770790418992	112	1.7207715154505678
17	ENSG00000267676.1	THA1P	78249285	78254416	258	1.6439158788887882	115	1.0806269161855098
19	ENSG00000267879.1	CTB-147C22.9	50968209	51012129	377	1.239149546045062	200	0.9446217537218472
1	ENSG00000268043.7	NBPF12	146938743	146996202	437	1.1921152417080323	224	0.9269819864098304
16	ENSG00000268388.5	FENDRR	86474528	86509099	447	1.4866324553411647	224	1.4561750057703224
19	ENSG00000268433.1	MTDHP3	21677549	21678221	59	1.2973752227723667	28	0.7799839254763609
19	ENSG00000268833.1	AC011513.4	41757897	41786893	242	1.3926684715326565	121	2.127020702030339
11	ENSG00000269821.1	KCNQ1OT1	2608327	2699994	367	3.37971370273476	190	1.733150299529176
3	ENSG00000270170.1	NCBP2-AS2	196942622	196943540	363	1.462821968391836	187	1.3170378037103
1	ENSG00000270231.3	NBPF8	120436352	120467739	355	4.5294190508164816	187	4.240019567213049
1	ENSG00000270605.1	RP5-1092A3.4	28239508	28241453	250	5.363997797162078	119	4.833671629335812
19	ENSG00000271032.1	CTD-2527I21.14	35014960	35025335	394	1.0535508427702986	201	1.0011392171494018
20	ENSG00000271303.1	SRXN1	646614	653370	418	0.8182537491292987	211	0.9438414796543332
7	ENSG00000271550.1	BNIP3P11	64678953	64687393	354	1.9756389345367842	192	1.431675328948077
2	ENSG00000272180.1	RP11-481J13.1	55952157	56181652	510	1.4601101525468596	259	1.4220078889047052
19	ENSG00000272396.1	CTC-490G23.4	43360684	43368970	338	3.8564616532810376	170	3.3948200211399664
22	ENSG00000272578.5	AP000347.2	23658093	23717356	427	1.1905165583683497	213	0.8650081560256732
4	ENSG00000272620.1	AFAP1-AS1	7754089	7778928	467	1.835285746760732	224	1.80897035201065
17	ENSG00000272636.3	DOC2B	142788	181636	418	3.3944167465746613	213	3.0910971013167545
22	ENSG00000272779.1	LL22NC03-80A10.6	22303223	22310401	450	2.8610813800765134	235	2.4403739379946687
20	ENSG00000274173.1	RP4-568C11.4	24931839	24932983	336	1.6328368204740316	182	1.8836001367922577
1	ENSG00000274265.4	CH17-189H20.1	149176021	149251013	357	2.39966170315956	197	1.9416416983759843
1	ENSG00000275131.2	CH17-472G23.4	120489859	120701289	418	2.384839355683911	215	2.135374418474085
8	ENSG00000275342.4	PRAG1	8317735	8386498	481	2.254200084728444	238	1.7069364038333001
19	ENSG00000275395.4	FCGBP	39863322	39934626	450	2.941924933599948	228	2.8018519916489986
9	ENSG00000276291.5	FRG1HP	40992248	41218410	464	1.3513280180263545	244	0.9149329650218416
15	ENSG00000276550.4	HERC2P2	22495569	22590815	424	2.0463156420662663	218	2.0336481222080454
15	ENSG00000276710.4	CSPG4P10	82459471	82477202	309	2.5860563203230007	164	2.4665177757959764
14	ENSG00000277734.7	TRAC	22547505	22552154	454	1.3052525346030306	237	0.828611132131146
10	ENSG00000277879.1	RP11-129M16.4	117267115	117268668	145	1.4861834284296709	69	0.9470078092036658
22	ENSG00000278196.3	IGLV2-8	22822657	22823289	103	3.8811229544362886	67	3.655002717225897
1	ENSG00000278811.4	LINC00624	147258884	147517875	396	1.1354389830489982	211	0.8189976288520684
19	ENSG00000280079.1	CTC-260E6.4	20220596	20221868	107	1.661574599012903	52	0.7799839254763609
7	ENSG00000281103.1	TRG-AS1	38341576	38378804	403	1.4246739839246323	198	0.8631343437821622
22	ENSG00000281538.1	RP4-669P10.20	42138105	42139611	343	0.9655239606687052	182	0.8342601325902577
12	ENSG00000282022.1	RP11-259O18.5	8858142	8915276	446	1.3125829293141695	225	0.9190114248836604
2	ENSG00000282890.1	RP11-460M2.1	48809339	49419013	320	2.3745042423073355	206	0.8599052013236843
4	ENSG00000282917.1	RP11-121C2.3	47831384	47896709	373	1.5744334681823502	179	1.3410402116760625
10	ENSG00000283913.1	RP11-479O17.12	79931710	79950336	379	1.170149935509288	191	0.9265202123964272
8	ENSG00000283992.1	LYNX1	142764337	142769844	396	2.66044237905926	208	2.8379567785449398
1	ENSG00000000460.16	C1orf112	169662006	169854080	483	2.0452142635244757	245	1.8484498312327813
4	ENSG00000002549.12	LAP3	17577191	17607972	274	1.467503745033116	155	1.08801599122598
7	ENSG00000002726.20	AOC1	150824626	150861504	259	1.8025614622824024	128	1.3459264600702199
7	ENSG00000002933.7	TMEM176A	150800533	150805120	461	5.469680137932931	244	4.9364143434771615
3	ENSG00000004399.12	PLXND1	129555174	129606818	431	0.9008034005806425	217	0.9544848494231898
7	ENSG00000005421.8	PON1	95297675	95324707	121	0.9416817060093589	61	0.7529941175672648
19	ENSG00000006016.10	CRLF1	18572607	18607741	456	2.2209280838869936	231	1.3287766862946482
17	ENSG00000006282.20	SPATA20	50546305	50555852	386	3.1491022474480896	200	3.1507686522113625
7	ENSG00000006453.13	BAIAP2L1	98291650	98401068	427	4.002054660998367	208	3.439518074057293
17	ENSG00000006744.18	ELAC2	12992390	13018187	326	2.0236810379356016	183	0.7529941175672648
16	ENSG00000008710.19	PKD1	2088720	2135898	361	1.0729384266861304	154	1.1434700397845772
8	ENSG00000008988.9	RPS20	56067294	56074581	257	3.7206024915451335	127	3.4893781068390877
3	ENSG00000012223.12	LTF	46435644	46485234	424	3.230368631171301	220	3.025045219732992
12	ENSG00000013573.16	DDX11	31073847	31104791	424	3.8652955963435662	211	3.503140421100753
2	ENSG00000018280.16	SLC11A1	218382028	218396894	381	1.0636809255192483	197	0.9722006792655072
19	ENSG00000022556.15	NLRP2	54953129	55001142	425	4.7613804381920914	222	3.9985793064917217
11	ENSG00000023171.16	GRAMD1B	123358427	123627774	497	1.083238920137396	252	0.910648868528334
11	ENSG00000023191.16	RNH1	494511	507300	467	1.9287665152889024	220	1.7079425937691015
10	ENSG00000026025.15	VIM	17228258	17237593	425	3.734191758129617	216	3.0361319421737645
17	ENSG00000030582.17	GRN	44345085	44353102	357	1.0137722141863792	188	0.8150132506349749
2	ENSG00000042493.15	CAPG	85394747	85418432	390	4.002841105222879	195	3.5239477295677983
5	ENSG00000044115.20	CTNNA1	138610966	138935034	278	1.8780470335634865	145	1.722393563019489
17	ENSG00000049283.17	EPN3	50532542	50543750	392	1.2863644482307364	205	0.9325750833624216
18	ENSG00000053747.15	LAMA3	23689442	23955066	339	1.0307260939317566	170	1.1479978944956832
9	ENSG00000056558.10	TRAF1	120902392	120929173	331	2.3968293361570376	173	1.9124637845060064
12	ENSG00000059804.15	SLC2A3	7919229	7936275	361	1.9395992359262844	191	1.3747488547401596
18	ENSG00000060069.16	CTDP1	79679800	79756623	480	1.4271188494545752	239	1.2277437094075996
11	ENSG00000062282.14	DGAT2	75759511	75801535	137	1.7861571676802344	59	1.5892207083779035
16	ENSG00000063854.12	HAGH	1795619	1826940	357	1.1564373086395006	177	0.956713797604284
20	ENSG00000064205.10	WISP2	44714843	44728509	387	3.834212154581868	218	3.7555483442250575
20	ENSG00000064601.16	CTSA	45890143	45898620	353	1.5922269213194526	174	1.5937111225517526
12	ENSG00000064763.10	FAR2	29149102	29335616	482	0.9796070107725908	243	0.8951626530555077
8	ENSG00000070501.11	POLB	42338453	42371808	175	3.1521181727608814	82	3.6310292438738063
3	ENSG00000072274.12	TFRC	196027182	196082189	422	1.887970208328544	215	1.8290714822034129
4	ENSG00000072832.14	CRMP1	5748083	5893058	538	0.9980131384316	273	0.7980759945143263
16	ENSG00000072864.14	NDE1	15643266	15726353	409	2.0128763510306293	209	2.190039966430525
17	ENSG00000073605.18	GSDMB	39904594	39918650	369	2.764857833443741	206	2.3624251872533644
3	ENSG00000073849.14	ST6GAL1	186930484	187078553	545	1.8277672629310968	270	1.231213528815842
15	ENSG00000074410.13	CA12	63321377	63382161	402	2.11828598382238	207	2.0923144404766134
15	ENSG00000074803.17	SLC12A1	48206300	48304078	82	2.1831786068726804	30	1.5482937906219632
2	ENSG00000077044.10	DGKD	233354506	233472104	459	1.1700244604921788	235	0.8990836310156488
1	ENSG00000077522.12	ACTN2	236686453	236764631	412	2.7685429824026	213	1.978052628671214
19	ENSG00000079385.21	CEACAM1	42507303	42561234	141	1.3997051444698996	77	1.186233112056132
1	ENSG00000081277.12	PKP1	201283451	201332993	407	3.2071791875930584	207	2.6967818292040024
